search_keyword,video_id,upload_date,username,description,play_count,digg_count,comment_count,video_url
Hamenang,7663300460874550546,2026-07-17 08:19:51,Hamenang Wajar Ismoyo,"Kali ini ke Sambung Rasa ke Desa Bawukan, Kemalang, ditemani istri tercinta jadi co-driver saya. Alhamdulillah sekalian mereview jalan Manisrenggo-Kemalang yang sudah selesai diperbaiki.  Kami juga berkomitmen untuk terus memperbaiki infrastruktur yang ada di Klaten secara bertahap. Monggo jalan-jalan yang sudah diperbaiki dijaga sareng-sareng njih Lur. Himbauan juga kepada pengusaha tambang, lewatlah sesuai jalurnya, agar infrastruktur yang telah diperbaiki bisa awet dan tidak cepat rusak. Kisah Sambung Rasa di Desa Bawukan bersambung di episode selanjutnya ya Lur, tunggu yaa #hamenang #klaten #klatenkeren #klaten222 #bupatiklaten ",127700,4674,114,https://www.tiktok.com/@hamenangofficial/video/7663300460874550546
Hamenang,7674621851183615240,2026-08-16 20:32:34,WATCHDOG,"Klaten - Keterlibatan Bupati Klaten Hamenang Wajar Ismoyo dalam promosi penyelenggara haji dan umrah menuai pertanyaan publik. Persoalannya bukan semata soal promosi komersial. Ketika seorang kepala daerah ikut tampil, masyarakat bisa menangkap pesan bahwa produk atau penyelenggara tersebut aman dan layak dipercaya. Lalu, bagaimana jika di kemudian hari jamaah mengalami masalah—misalnya gagal berangkat, dana bermasalah, atau layanan tidak sesuai janji? Secara hukum, bupati tentu tidak otomatis menjadi pihak yang bertanggung jawab atas persoalan perusahaan. Namun secara etika, muncul pertanyaan: apakah kepercayaan masyarakat yang melekat pada jabatan publik ikut dipertaruhkan ketika jabatan tersebut hadir dalam promosi bisnis? Dalam sumber yang beredar, pertanyaan itu bahkan dikaitkan dengan prinsip kepatutan, efisiensi, dan integritas penyelenggara negara. Masyarakat berhak mendapat penjelasan yang terang: apa kapasitas bupati dalam promosi tersebut, apakah murni pribadi, dan apakah ada hubungan resmi dengan penyelenggara? Sebab jangan sampai kepercayaan kepada “Mas Bupati” menjadi alasan masyarakat memilih sebuah layanan, tetapi ketika masalah muncul, masyarakat justru diminta menanggung risikonya sendiri. Jabatan publik membawa kepercayaan. Pertanyaannya, bolehkah kepercayaan itu ikut menjadi modal promosi bisnis? #Klaten #HamenangWajarIsmoyo #TransparansiPublik #EtikaPejabat #SuaraMasyarakat",2101,17,7,https://www.tiktok.com/@watchdog.id008/video/7674621851183615240
Hamenang,7525010425147165958,2025-07-09 16:23:49,Mas Hamenang,"Hari ini Mas Bupati mendampingi Mas Wapres kunjungan di Rawa Jombor, Klaten. #hamenang #gibranrakabumingraka #klaten #rowojombor #4u #fyp ",192400,7241,978,https://www.tiktok.com/@mas.hamenang/video/7525010425147165958
Hamenang,7609277395052399879,2026-02-21 18:22:44,Mas Hamenang,"Mas Bupati @Hamenang Wajar Ismoyo berbagi alat sekolah kepada adek-adek sebelum berbuka di Masjid Istiqomah, Kemasan,  Glagahwangi, Polanharjo, Klaten. Semoga bermanfaat ya adek-adek. #hamenang #klaten #bupatiklaten #ramadan #4u ",19800,492,25,https://www.tiktok.com/@mas.hamenang/video/7609277395052399879
Hamenang,7512703464338771256,2025-06-06 12:26:30,kasihinfo.com,"CFD 8 Juni, disiapkan 1000 soto gratis di alun-alun Klaten #cfdklaten #hamenang #infoklaten #klaten ",203300,5511,126,https://www.tiktok.com/@kasihinfo04/video/7512703464338771256
Hamenang,7552847798056619320,2025-09-22 16:47:02,Hamenang Wajar Ismoyo,"Pemerintah Kabupaten Klaten berkomitmen untuk mendukung segala prestasi dari teman-teman di Kabupaten Klaten. Kali ini menerima Azka dan Fauzan yang berjuang di kejuaraan Pencak Silat. Selamat berjuang kepada Fauzan dari SMA N Polanharjo yang akan bertanding mewakili Indonesia di New Delhi, India. Berikan yang terbaik untuk mengharumkan nama Indonesia dan Kabupaten Klaten. Buat Azka selamat juga telah menorehkan prestasi pada Abu Dhabi 20th World Pencak Silat Championship 2024. #hamenang #klaten #klatenkeren #bupatiklaten #pencaksilat ",194800,8117,196,https://www.tiktok.com/@hamenangofficial/video/7552847798056619320
Hamenang,7607055565474286866,2026-02-15 18:40:50,Hamenang Wajar Ismoyo,"Bismillah release Lagu Religi yg berjudul ""Tuhan Itu Ada"" menyambut bulan Suci Ramadhan tahun ini...  Karya ini hasil kolaborasi antara mas Adhit & Carlo Jikustik Feat Klaten Project  Semoga bisa menjadi teman sedulur2 semuanya dalam menjalankan ibadah selama bulan suci ramadhan tahun ini serta menjadi pengingat kita semua agar lebih dekat dengan Sang Pencipta.. Karya ini melibatkan anak2 muda luar biasa dari klaten... mulai dari komunitas video & fotographer, Remaja Masjid, pengusaha muda , konten kreator hingga mas & mbak klaten kita libatkan...  Videonya pun mengangkat beberapa potensi Klatenn..  Penasaran full lagu & videonya sperti apa.. silahkan langsung saja ke youtubenya klaten project dengan judul Tuhan itu ada... mulai tayang malam ini jam 19.00 Wib #hamenang #klaten #jikustik #musik #ramadhan ",189800,11600,364,https://www.tiktok.com/@hamenangofficial/video/7607055565474286866
Hamenang,7558414825441791243,2025-10-07 16:49:54,Hamenang Wajar Ismoyo,"Puskesmas Bayat ini menjadi yang sering disebut di kolom komentar, saya langsung cek dan memastikan agar pelayanan dilakukan secara maksimal. Nyuwun tulung kepada rekan-rekan di Puskesmas Bayat agar mengupgrade pelayanan kepada warga dengan baik dengan sepenuh hati. Pemkab Klaten akan memastikan ke depan pelayanan kepada warga dilakukan secara maksimal. #hamenang #bupatiklaten #klaten #klatenkeren ",332400,9561,847,https://www.tiktok.com/@hamenangofficial/video/7558414825441791243
Hamenang,7504659580157218103,2025-05-15 20:12:04,Hamenang Fanbase,Bupati Klaten Hamenang menemui pendemo serta berjanji akan menyelesaikan keluhan soal sampah di TPA Troketon. #Hamenang #Klaten ,35600,366,33,https://www.tiktok.com/@hamenang.fanbase/video/7504659580157218103
Hamenang,7675695712700599560,2026-08-19 17:59:38,Hamenang Wajar Ismoyo,"Dari Mataram Kuno, kita belajar satu hal tentang peradaban besar selalu dimulai dari akar yang kuat. Karnaval Budaya Klaten 2026 bukan sekadar parade kostum dan kemeriahan. Di dalamnya ada cerita tentang perjalanan panjang Klaten sebagai bagian dari tanah yang pernah menjadi ruang tumbuhnya peradaban Mataram Kuno. Dari Prambanan, Roro Jonggrang, Merapi, sumber mata air, lurik, gerabah Bayat, Rojolele Delanggu, hingga berbagai kekayaan budaya dari 28 kontingen, semuanya menjadi pengingat bahwa Klaten punya sejarah, punya identitas, dan punya modal budaya yang luar biasa. “Saka Sandhyakala, Tumuju Cahya.” Dari jejak masa lalu, kita melangkah menuju cahaya masa depan. Karena menjaga warisan bukan berarti hidup di masa lalu. Justru dari akar itulah kita membangun Klaten yang semakin maju, berkarakter, dan percaya diri menjadi bagian dari peradaban masa depan. Klaten bukan hanya punya cerita. Klaten adalah bagian dari cerita besar peradaban Jawa. #hamenang #klaten #klaten222 #karnaval #bupatiklaten ",187000,14600,216,https://www.tiktok.com/@hamenangofficial/video/7675695712700599560
Hamenang,7590375588091661588,2026-01-01 19:54:02,kasihinfo.com,"Sambut Tahun Baru 2026, Keluarga Besar Bupati Hamenang Gelar Doa Bersama #hamenang #dprdjateng #kadarwati #bupatiklaten #doabersama ",8358,60,1,https://www.tiktok.com/@kasihinfo04/video/7590375588091661588
Hamenang,7661578415706934546,2026-07-12 16:57:25,Hamenang Wajar Ismoyo,"Menyempatkan waktu bersama anak-anak mumpung libur sekolah, wisata edukasi di Museum Nasional. Ternyata banyak tersimpan peninggalan yang asli dari Klaten.  Mulai dari peninggalan sejarah, salah satunya patung Durga Mahisasuramardini, patung dari Candi Plaosan, penemuan di Ngupit hingga beras Rojo Lele Delanggu juga tersimpan di sini. Jadi tidak hanya berwisata tapi kita juga bisa mendapatkan informasi bersejarah, agar sejarah itu tidak hilang. Barangkali di Klaten itu tersimpan banyak sejarah dan tidak hanya ada satu kraton, atau zaman-zaman sebelumnya, kalau panjenengan ada informasi yang harus kita kupas bersama, bisa sampaikan informasinya kita diskusi bersama. #hamenang #klaten #klaten222 #monas ",186000,8980,116,https://www.tiktok.com/@hamenangofficial/video/7661578415706934546
Hamenang,7556182440822279435,2025-10-01 16:27:13,Hamenang Wajar Ismoyo,"Pembangunan di Stadion Trikoyo ini sedang berlangsung, baik dari tribun VIP, tribun umum, ruang media, ruang ganti pemain, rumput hingga infrastruktur pendukung. PSIK akan tetap kita pikirke Lur, ini masih fase pemeliharaan, kita tunggu dulu. Nanti akan kita gayengke dan usahakan bersama untuk kejayaan PSIK, PSIK Berprestasi 💚  #hamenang #bupatiklaten #klatenkeren #klaten #4u ",185100,7358,279,https://www.tiktok.com/@hamenangofficial/video/7556182440822279435
Hamenang,7544262340615703864,2025-08-30 13:31:08,Hamenang Wajar Ismoyo,"Kami atas nama Pemerintah Kabupaten Klaten turut mengucapkan duka cita yang mendalam atas meninggalnya Alm. Affan Kurniawan, semoga beliau diampuni segala dosa & kesalahan , diterima amal ibadahnya serta mendapatkan tempat yang terbaik di sisi-Nya. Kami juga menghimbau kepada seluruh masyarakat Klaten agar selalu menjaga diri dan keluarga masing-masing agar tidak terprovokasi. Mari kita jaga kondusifitas Klaten bersama-sama agar Klaten tetap adem ayem. Pemerintah Kabupaten Klaten selalu terbuka untuk berkomunikasi, berdiskusi, dan akan memfasilitasi kebutuhan masyarakat. Jika ada kritik, saran dan masukan, sekarang kita sudah membuat kanal aduan namanya Lapor MasBup, monggo bisa menghubungi nomor 08567567333. Kanal ini terkoneksi dengan seluruh elemen Pemkab Klaten. Sehingga segala permasalahan berkaitan pemda akan terjawab dengan LaporMasBup. Maturnuwun. #bupatiklaten #klatenkeren #klaten #hamenang #4u ",327800,8535,470,https://www.tiktok.com/@hamenangofficial/video/7544262340615703864
Hamenang,7532496085663747333,2025-07-29 20:31:57,Hamenang Wajar Ismoyo,Kita kali ini ke Kelurahan Mojayan untuk melihat bagaimana pelayanan dan kondisi di kelurahan tersebut. Semoga seluruh lini pelayanan di lingkungan Kabupaten Klaten dapat terus megalami perbaikan dan peningkatan kepada masyarakat. Adakah pengalamanmu di kantor pemerintahan? #hamenang #klaten #klatenkeren #sidak #4u ,372400,9534,611,https://www.tiktok.com/@hamenangofficial/video/7532496085663747333
Hamenang,7668680567017377044,2026-07-31 20:17:16,Tommay-,Momen SISKS PB XIV bertemu dan bersalaman dengan Menko Perekonomian Bapak Airlangga Hartarto dan Bupati Klaten Hamenang Wajar Ismoyo dalam acara Saparan / Apeman Yaqowiyu di Jatinom Klaten. #siskspb14hangabehi #kratonsurakartahadiningrat #solo #klaten24jam ,139200,6376,282,https://www.tiktok.com/@tomm.za/video/7668680567017377044
Hamenang,7597396457917828372,2026-01-20 17:58:45,Hamenang Fanbase,Bupati Klaten Mas Hamenang menjelaskan sistem penyampaian aspirasi yang terkoneksi dari tingkat desa sampai dengan pusat dimana forum anak selalu dilibatkan dalam Musrenbang. #Hamenang #klaten ,3537,50,0,https://www.tiktok.com/@hamenang.fanbase/video/7597396457917828372
Hamenang,7605074093460720903,2026-02-10 10:31:41,Bupati Klaten,Tetap semangat Mas Bupati @Hamenang Wajar Ismoyo dalam melanjutkan kegiatan pemerintahan di Kabupaten Klaten. Kami semua mendukungmu! #bupatiklaten #hamenang #klaten #klaten24jam ,198500,8069,111,https://www.tiktok.com/@bupati_klaten/video/7605074093460720903
Hamenang,7648585569773178130,2026-06-07 16:38:35,Hamenang Wajar Ismoyo,"Alhamdulillah, masih berproses untuk menjadi pelayan masyarakat yang lebih baik.  Apa cerita kalian dan dari SMA mana lur? #hamenang #klaten #bupatiklaten ",246800,14900,296,https://www.tiktok.com/@hamenangofficial/video/7648585569773178130
Hamenang,7667781331220303112,2026-07-29 10:07:59,Hamenang Wajar Ismoyo,"Setelah upacara hari jadi kemarin, saya langsung ke Pasar Bayat untuk memeriksa lokasi pasca kejadian kebakaran dan bertemu dengan para pedagang, mendengarkan cerita mereka, sekaligus memastikan langkah-langkah penanganan segera dilakukan bersama seluruh pihak terkait. Pemkab Klaten dan pihak terkait akan bergerak cepat untuk melakukan pendataan, memberikan pendampingan, dan menyiapkan langkah terbaik agar aktivitas ekonomi masyarakat dapat kembali berjalan. Kepada para pedagang, tetap kuat dan jangan kehilangan semangat. Panjenengan tidak sendiri. Kami akan hadir dan berupaya semaksimal mungkin mendampingi proses pemulihan ini. Mari kita doakan agar semua yang terdampak diberi kekuatan, kesabaran, dan jalan terbaik. #hamenang #klaten #klaten222 #bupatiklaten #klaten24jam ",486400,23600,189,https://www.tiktok.com/@hamenangofficial/video/7667781331220303112
Hamenang,7611075576832527634,2026-02-26 14:40:33,Bupati Klaten,"Bupati Klaten @Hamenang Wajar Ismoyo terus memastikan pengerjaan jalan berlubang di Klaten hingga menjelang lebaran nanti. Agar para pemudik dan warga Klaten tidak risau dengan banyaknya jalan berlubang, ia mengusahakan minim jalan berlubang. #bupatiklaten #hamenang #klaten #klaten24jam ",96100,2010,257,https://www.tiktok.com/@bupati_klaten/video/7611075576832527634
Hamenang,7640064875212934407,2026-05-15 17:33:49,ig: @klaten24jam_id,"nonton mas Bup @hamenangofficial main bola di Kurung, Ceper, Klaten .  #kejadianklaten #klaten24jam #sepakbola #bupatiklaten #klaten ",10900,148,3,https://www.tiktok.com/@klaten24jam.id/video/7640064875212934407
Hamenang,7677160790348041479,2026-08-23 16:45:00,Hamenang Wajar Ismoyo,"Rabu malam besok, ribuan langkah akan menuju Alun-Alun Klaten. Bernyanyi bersama, bersenang-senang bersama, dan yang paling penting, berbagi bersama. Di puncak Hari Jadi ke-222 Kabupaten Klaten, kita kirimkan kepedulian dari Klaten untuk saudara kita di NTT. Jangan lupa ada penampilan spesial dari NDX AKA yang akan menghibur panjenengan semua. Mari jadikan rangkaian dan sejarah di usia yang ke-222 ini lebih berarti bagi sesama. #hamenang #klaten #klaten222 #ndxaka #klaten24jam ",181000,7088,292,https://www.tiktok.com/@hamenangofficial/video/7677160790348041479
Hamenang,7676476739521907976,2026-08-21 20:30:25,Hamenang Wajar Ismoyo,Wah pengalaman seru bisa nyoba Sirkuit Motocross di Bokong Semar Kawasan Rowo Jombor bareng Mas Ridwan Hanif. Buat warga Klaten yang suka otomotif jangan lupa mulai 22-23 Agustus 2026 mendatang akan ada Klaten International Motocross dan Kejurnas Round 6 Tahun 2026. Kebanggakan Klaten bisa menggelar event motocross tingkat nasional dan internasional. Jangan sampai terlewat Lur! Klaten siap mendunia! #hamenang #klaten #klaten222 #motocross #klaten24jam ,76900,2266,79,https://www.tiktok.com/@hamenangofficial/video/7676476739521907976
Hamenang,7441182190836272440,2024-11-25 18:47:28,Hamenang Fanbase,"Mari kita gunakan hak pilih kita di tanggal 27 November, ke TPS terdekat. #pilkada #pilkada2024 #hamenang #hamenangbenny #hamenangbersamarakyat #klaten #klaten24jam #klatenbersinar🌈 #kabupatenklaten ",84600,5863,22,https://www.tiktok.com/@hamenang.fanbase/video/7441182190836272440
Hamenang,7608822195418156295,2026-02-20 12:56:16,Bupati Klaten,"Mas Wakil... harusnya hari ini kita satu tahun menjabat, rasanya kita semua kehilangan dirimu. Semua pencapaian, kerja-kerja, pengabdian bagu warga Klaten ini tak lepas dari bantuanmu.. Semoga engkau diberikan tempat yang mulia.. Semoga kami bisa melanjutkan perjuanganmu.. #bupatiklaten #hamenang #klaten #bennyindra #klaten24jam ",348200,16400,89,https://www.tiktok.com/@bupati_klaten/video/7608822195418156295
Hamenang,7665232618396470546,2026-07-22 13:17:31,Hamenang Wajar Ismoyo,"Takziah di rumah duka almarhum Bapak Suheri, warga Bayat, yang meninggal dunia pada acara Memet Ikan kemarin. Memang terkonfirmasi beliau ada riwayat hipertensi. Semoga meninggal dalam keadaan husnul khotimah dan diterima di sisiNya. Saya hadir untuk menyampaikan duka cita dan memberikan bantuan kepada keluarga. Ke depan jika membutuhkan apapun bisa berkoordinasi dengan Pak Lurah, Pak Camat njih Bu. Saya juga meminta untuk penurunan desil agar bisa mengakses bantuan PKH. Ndherek belo sungowo njih Bu. #hamenang #klaten #bupatiklaten #kabarklaten ",293500,9380,115,https://www.tiktok.com/@hamenangofficial/video/7665232618396470546
Hamenang,7441589805290409272,2024-11-26 21:09:09,Hamenang Fanbase,H-1 Menang Menang Menang...  #pilkada #pilkada2024 #hamenang #hamenangbenny #hamenangbersamarakyat #klaten #klaten24jam #klatenbersinar🌈 #kabupatenklaten ,53000,3919,12,https://www.tiktok.com/@hamenang.fanbase/video/7441589805290409272
Hamenang,7597377660267810068,2026-01-20 16:45:43,Hamenang Fanbase,Bupati Klaten Hamenang memberikan penjelasan tentang program Lapor Mas Bup yang bisa digunakan untuk layanan pengaduan yang aman dan rahasia bagi anak dan perempuan. #Hamenang #klaten ,1587,21,0,https://www.tiktok.com/@hamenang.fanbase/video/7597377660267810068
Hamenang,7666089122553089288,2026-07-24 20:41:10,Hamenang Wajar Ismoyo,"Jangan lupa warga Klaten, panggung sudah siap, besok kita ramaikan Alun-Alun Klaten, akan ada Road to Kilau Raya MNC TV.  Aa @irfanhakim75 dan kawan-kawan sudah sampai di Klaten. Siap menghibur panjenengan semua. Saya tunggu hari ini tgl 25 Juli ya! #hamenang #klaten #klaten222 #mnctv #bupatiklaten ",172600,7526,124,https://www.tiktok.com/@hamenangofficial/video/7666089122553089288
